,text
258,"Für Deutschland ist Migration nichts Unbekanntes. Unser Land hat stets Menschen aus anderen Regionen aufgenommen – genauso wie auch Deutsche in anderen Ländern der Welt eine neue Heimat gefunden haben. Das macht uns als Gesellschaft reicher und bringt uns voran. Unser Ziel ist, dafür zu sorgen, dass diese Selbstverständlichkeit und das Zusammengehörigkeitsgefühl in allen Bereichen der Gesellschaft sichtbar und spürbar werden. Es geht darum, allen Bürger*innen zu garantieren, dass sie dieselben Chancen und Möglichkeiten haben – frei von Diskriminierung."
259,"Dafür werden wir die Arbeit der Antidiskriminierungsstelle des Bundes stärken und das Allgemeine Gleichbehandlungsgesetz modernisieren. Gleichzeitig werden wir nachdrücklich gegen Rassismus, Rechtsextremismus, Antisemitismus, Antiziganismus, Islamfeindlichkeit, Sexismus und LSBTIQ*-Feindlichkeit vorgehen. Ein besserer Austausch und ein abgestimmtes Vorgehen, zum Beispiel durch die Schaffung einer Bund Länder-Kommission, ist ein wichtiger Schritt. Zudem müssen Straftaten in diesem Bereich konsequenter erfasst und geahndet werden."
260,"Integration ist eine permanente gesellschaftliche, wie auch staatliche Aufgabe. Wir möchten allen Menschen, die neu zu uns kommen den Anspruch auf Integrations- und Beteiligungsangebote gewährleisten. Für das Miteinander stärken wir die Integrations- und Sprachkurse für alle zugewanderten Menschen in Deutschland, zu denen sie – ungeachtet ihrer Staatsangehörigkeit und ihres Aufenthaltsstatus – von Tag eins an Zugang haben sollen. Alle Kinder müssen unmittelbar die Möglichkeit erhalten, eine Kita zu besuchen; auch die Schulpflicht gilt unmittelbar für alle Kinder. Familien gehören zusammen. Auch die Integration klappt am besten mit der Familie. Die Regelungen für den Familiennachzug zu subsidiär Schutzberechtigten wollen wir daher wieder an die für Flüchtlinge angleichen. Dabei werden wir auch Regelungen für den Geschwisternachzug zu unbegleiteten minderjährigen Flüchtlingen schaffen."
261,Gleichwohl muss unsere Integrationsfähigkeit weit mehr als die Finanzierung von Sprach- und Integrationskursen umfassen. Und es geht auch nicht nur um neu Zugezogene. Auch die Kinder und Enkel der damals so genannten „Gastarbeiter*innen“ und „Vertragsarbeiter*innen“ der 60er Jahre erfahren noch heute Diskriminierung im Alltag. Der öffentliche Dienst muss Vorbild in Sachen Integration sein. Im Sinne der.
262,"Chancengleichheit ist darauf zu achten, dass auch marginalisierte Personengruppen Zugang zu Stellen im öffentlichen Dienst erhalten und dass es allen Beschäftigten gleichermaßen möglich ist, sich fortzubilden und aufzusteigen. Wir brauchen darum neben zielgruppenspezifischen Formulierungen von Stellenausschreibungen, Anerkennung von Vielfaltskompetenzen, Anerkennung von im Ausland erworbenen Qualifikationen sowie Entgeltgerechtigkeit auch ein Partizipations- und Integrationsgesetz, das staatliche Institutionen zu einem Prozess der interkulturellen Öffnung verpflichtet."
263,"Unsere Gesellschaft des Respekts braucht ein modernes Staatsangehörigkeitsrecht. Nachdem wir bereits dafür gesorgt haben, dass grundsätzlich alle in Deutschland geborenen Kinder mit der Geburt auch deutsche Staatsbürger*innen sind, werden wir auch die generelle Möglichkeit von Mehrstaatigkeit gesetzlich verankern. Wir wollen bestehende Hürden bei Einbürgerungen abschaffen und hierfür auch die geltende Regelaufenthaltsdauer von bisher acht Jahren verkürzen."
264,Für den Kampf gegen Rassismus in der deutschen Gesellschaft braucht es eine kritische Auseinandersetzung mit unserer kolonialen Vergangenheit. Es gilt verantwortungsvoll mit unserer historischen Schuld umzugehen.
265,Wir begrüßen das Engagement in den Religionsgemeinschaften und Kirchen. Den interreligiösen Dialog werden wir weiter fördern und verstärken. Die Religionsfreiheit ist fest im Grundgesetz verankert und wir schützen sie.
266,Demokratie stärken Demokratie ist verletzlich. Sie zu schützen ist erforderlich. Deshalb müssen wir unsere Demokratie wehrhaft gegen ihre Feinde machen. Dabei hat sich die ausdifferenzierte föderale Sicherheitsstruktur bewährt. Wir werden sie weiter verbessern durch eine wirkungsvollere Zusammenarbeit des Bundes mit den Ländern.
267,"Demokratie ist die Basis einer Gesellschaft, die allen die Chance bietet, in Freiheit und Sicherheit zu leben. Mit einem Demokratiefördergesetz werden wir Vereine, Projekte und Initiativen langfristig fördern und sie besser wappnen gegen die Feinde unserer offenen Gesellschaft. Wir werden das Bundesprogramm „Demokratie leben!“ weiter ausbauen und hierüber Präventionsprojekte auf Bundes-, Landes und kommunaler Ebene fördern. Auch politische Bildung ist unverzichtbar. Wir werden Arbeitnehmer*innen verstärkt in die Lage versetzen, ihren gesetzlichen Bildungsurlaub zu nutzen, um sich einfacher für ihr ehrenamtliches Engagement freistellen zu lassen."
268,"Millionen Bürger*innen engagieren sich ehrenamtlich in (Sport-)Vereinen, der freiwilligen Feuerwehr, Kirchen- und Religionsgemeinschaften, Tafeln, Frauennotrufen, Flüchtlingsorganisationen, dem THW und anderen Organisationen. Mit ihrer Arbeit tragen sie dazu bei, dass unser Gemeinwesen funktioniert. Dieses ehrenamtliche zivilgesellschaftliche Engagement ist für uns unverzichtbar. Wir werden es daher weiter unterstützen."
269,"Sport hat eine zentrale Bedeutung für den sozialen Zusammenhalt unserer Gesellschaft, für Inklusion, Integration und gegen Diskriminierung. Breiten- und Leistungssport werden wir fördern. Wir stehen als Sozialdemokraten*innen für einen Sport, der unsere Verfassungswerte auch in nationalen und internationalen Wettbewerben vorlebt. Wir werden auch in den kommenden Jahren den Spitzensport fördern. Darüber hinaus verlieren wir die Belange und Sorgen unserer Vereine vor Ort nicht aus dem Blick. Bund, Bundesländer und Kommunen sind gleichermaßen aufgefordert, die Basis des Sports bei der Überwindung der pandemiebedingten Probleme in besonderer Weise zu unterstützen."
270,"Wir werden sicherstellen, dass steuerbegünstigte Körperschaften wie Vereine bei der Verfolgung ihrer satzungsmäßigen Zwecke auch politisch tätig sein können und z. B. der Aufruf eines Sportvereins zu einer Demonstration gegen Rassismus und Fremdenfeindlichkeit möglich ist, ohne diese steuerliche Vergünstigung zu verlieren."
271,"Extremisten und Terroristen bedrohen unsere freie Gesellschaft. Um dieser erheblichen Gefahr wirksam begegnen zu können, muss der Verfassungsschutz die Rolle eines demokratischen Frühwarnsystems erfüllen. Verfassungsfeindliche Organisationen werden wir verbieten."
272,"Wo Religionsfreiheit missbraucht wird und in religiösen Fanatismus umschlägt, müssen staatliche Sicherheitsbehörden konsequent eingreifen. Mit aller Konsequenz und Härte werden wir weiter gegen Terror und Gewalt vorgehen. Dafür haben wir die gesetzlichen Grundlagen geschaffen."
273,Rechtsextremismus in Sicherheitsbehörden oder auch bei der Bundeswehr bekämpfen wir konsequent. Der Entstehung von rassistischen Denkmustern im Polizeialltag wirken wir entgegen. Wir unterstützen die Einrichtungen von Schwerpunktstaatsanwaltschaften zur Verfolgung von Antisemitismus und Rassismus.
274,"Kultur fördern Kultur ist lebensnotwendig, als Inspirationsquelle und Katalysator von Debatten. Viele Fragen, die uns zurzeit bewegen, sind im Kern kulturpolitische Fragen. Wir erleben ja nicht nur die Bedrohung des sozialen Zusammenhalts, sondern auch ein Schwinden des gemeinsamen Sinns und der gemeinsamen Wertegrundlage. Für eine Demokratie eine beunruhigende Entwicklung."
275,"Angesichts der existentiellen Bedeutung von Kunst und Kultur müssen wir uns als Gesellschaft darüber verständigen, was Kulturpolitik im 21. Jahrhundert leisten muss. Dafür wollen wir die kulturpolitischen Spitzengespräche zu einem bundesweiten Kulturplenum weiterentwickeln, in dem neben Kommunen, Ländern und Bund auch Kulturproduzent*innen, ihre Verbände und die Zivilgesellschaft vertreten sind, um einen neuen Kulturkonsens über die Aufgaben und Verfahren der Kulturpolitik, ein kulturelles Bündnis der Vielfalt und Freiheit zu erarbeiten. Wir wollen Kultur als Staatsziel im Grundgesetz verankern."
276,Zur Förderung der Kultur müssen die bestehenden Infrastrukturen aufrechterhalten und die Produktionsmöglichkeiten künstlerischer und kultureller Inhalte auch in der freien Szene gesichert werden. Dazu werden wir die Lebens- und Arbeitsbedingungen von Künstler*innen verstärkt berücksichtigen. Zur besseren sozialen Sicherung von freischaffenden Künstler*innen werden wir Mindestgagen und Ausstellungshonorare fest etablieren.
277,"Wir wollen die Mittel bereitstellen, damit Kunst entstehen kann und Kultureinrichtungen allen offenstehen, vom Theater bis zum Musikclub, vom Museum bis zum soziokulturellen Zentrum, von der Bibliothek bis zur Musikschule. Eine entscheidende Aufgabe wird sein, die Kommunen auch finanziell dauerhaft in die Lage zu versetzen, Kunst und Kultur aus eigener Kraft zu fördern. Wir werden die Bundeskulturfonds ausbauen und Programme auflegen, mit denen kulturelle Freiräume gesichert und entwickelt werden können. Wir werden die Rahmenbedingen auf den Märkten für Kultur- und Kreativwirtschaft so gestalten, dass entsprechende Geschäfts- und Erlösmodelle gestärkt werden."
278,"Wir verbessern die Filmförderung durch die Filmförderanstalt (FFA), sichern mit der Novelle des Filmfördergesetzes die Einnahmebasis des Filmschaffenden, unterstützen die internationale Ausstrahlung deutscher Filme, bewahren das Filmerbe und gestalten die Entscheidungsgremien effizienter. Wir wollen die Produktion von audiovisuellen Inhalten am Standort Deutschland fördern, um so zukunftsfähige Arbeitsplätze zu."
279,"Erhalten und neue zu schaffen. Eine nachhaltige Finanzierungsbasis der Kinoförderung ist nötig, um Kinos erfolgreich in die Zukunft zu führen und ihre regionale Präsenz als Kulturorte sicherzustellen. Wir werden Zukunftskonzepte für die Filmförderung mit der Film-Community entwickeln."
280,"Games sind Kulturgut, Innovationsmotor und Wirtschaftsfaktor. Die Potentiale von Games in der digitalen Bildung aber auch von eSports in Vereinen und Schulen werden jedoch noch unzureichend genutzt. Die Förderung von Computerspielen wollen wir darum dauerhaft verankern. Wir werden die Entwicklung von eSports in Deutschland weiter unterstützen, beispielsweise dadurch, dass er gemeinnützig wird. Wir werden allen Bürger*innen den Zugang zu Kunst und Kultur ermöglichen, unabhängig von Herkunft, Bildung, sozialer Lage und finanziellen Mittel. Wir werden uns darum kümmern, dass sich Kultureinrichtungen weiter öffnen können. Wir werden die Vielfalt in den kulturellen Einrichtungen stärken. Wir werden die Diversität und Geschlechtergerechtigkeit auch in Führungspositionen, Gremien und Jurys ausbauen."
281,"Teilhabe an Kunst und Kultur ist ein Schlüssel zu Selbstbewusstsein, Persönlichkeitsentwicklung, Bildung und Integration. Wir werden sie auch durch Programme wie „Kultur macht stark“ nachhaltig als Teil schulischer und außerschulischer Bildung sichern."
282,"Wir werden die Digitalisierung von Mediatheken vorantreiben und unser kulturelles Erbe sichern und besser zugänglich machen. Wir werden die Entwicklung des Digitalen als künstlerischen Raum stärken und digitale Kunstprojekte fördern. Nicht zuletzt werden wir auch die Entwicklung digitaler Kulturveranstaltungen und Erlösmodelle aktiv unterstützen. Kulturaustausch soll sowohl die gesellschaftliche und künstlerische Zusammenarbeit in Europa als auch die europäischen Werte wie Offenheit, Gleichheit, Freiheit und Humanismus betonen."
283,"Kulturnetzwerke, Kulturplattformen und Kulturakteure sind Partner staatlichen Handelns. Der gemeinsame Auftritt zum Beispiel des Goethe-Instituts und des Institut Francais zeigt, wie wir mit unseren Werten und den uns gemeinsam herausfordernden Themen wie dem Kolonialismus umgehen können."
284,"Nationalismus, Rassismus, Antisemitismus und Antiziganismus stellen uns vor neue Herausforderungen insbesondere in der Aufarbeitung der NS-Verbrechen und der Shoa. Wir werden die wissenschaftliche und gesichtsdidaktische Aufbereitung der Zeitzeugenberichte und des Quellenmaterials zur NS-Zeit besser unterstützen. Wir werden kleine Initiativen und Gedenkorte stärker unterstützen."
285,"Wir werden die Bundesstiftung Aufarbeitung stärken, damit auch das Engagement der Auseinandersetzung mit der SED-Diktatur landesweit mehr Unterstützung erhält. Wir unterstützen das Zukunftszentrum für Europäische Transformation und Deutsche Einheit."
286,Mit Blick auf die von Deutschen verübten Kolonialverbrechen werden wir auch bundespolitisch die Entwicklung einer postkolonialen Erinnerungskultur fördern. Zu ihr gehören ein veränderter Umgang mit kolonial belastetem Sammlungsgut in Museen. Herausragende Orte der Demokratiegeschichte Deutschlands wollen wir auf Bundesebene fördern.
287,"Einander besser verstehen Die neue Welt ist digital und medial. Deshalb sind digitale und mediale Teilhabe, Vielfalt, Chancengleichheit und ein kommunikativer Pluralismus von grundlegender Bedeutung. Wir begreifen Medienpolitik auf allen staatlichen Ebenen als Gesellschaftspolitik. Sie dient dazu, das offene demokratische Gespräch unserer Gesellschaft zu stärken."
288,"Wir setzen uns gesamtstaatlich für einen starken öffentlich-rechtlichen Rundfunk ein und unterstützen die Länder darin, den Auftrag in einer digitalen Medienwelt weiter zu entwickeln. Gerade jetzt braucht es öffentlich-rechtliche Angebote, die eine umfassende und tiefgreifende journalistische Berichterstattung sicherstellen."
289,"Wir werden die Rahmenbedingungen privatwirtschaftlichen Medienschaffens stärken und insbesondere dort unterstützen, wo bundesrechtliche Fragen des Wettbewerbs-, Urheber- oder Telekommunikationsrechts die Rahmenbedingungen privater Medienmärkte prägen. Den."
290,"Verlagen werden wir dabei helfen, die Transformation ins Digitale erfolgreich zu bewältigen. Wir werden die Auskunfts- und Berichterstattungsrechte von Journalist*innen stärken. Wir werden Journalismus im Gemeinnützigkeitsrecht verankern, so dass auch die Stiftungsfinanzierung möglich ist, ohne dass damit marktwirtschaftliche Strukturen konterkariert werden."
291,"Mit Sorge nehmen wir wahr, dass Journalist*innen und Medienunternehmen in vielen Teilen der Welt zunehmend durch staatliche Institutionen und Amtsträger angegriffen, bedroht und in ihrer Freiheit beeinträchtigt werden. In bilateralen Gesprächen und zwischenstaatlichen Zusammenschlüssen werden wir daher Initiativen für den Schutz der Pressefreiheit sowie der Arbeit von Journalist*innen und Medienunternehmen verstärken."
292,"Allen Bürger*innen in Deutschland eine mediale Teilhabe zu ermöglichen, ist eine gemeinsame Verantwortung aller Medien sowie der öffentlichen Stellen. Wir wollen barrierefreie Angebote ausbauen und gemeinsam mit den Medienanbietern die Chancen der Digitalisierung und der technischen Möglichkeiten auch hier nutzen."
293,"Die Corona-Krise hat sehr deutlich gezeigt: Der Bedarf an digital verfügbaren Medien, Bildungs- und Kulturinhalten ist groß. Wir setzen uns daher für eine stärkere Vernetzung und Zusammenarbeit zwischen den Akteuren ein, insbesondere aus den Bereichen Medien, Kultur und Bildung."
294,"Medienkompetenz ist vor allem eine Demokratiekompetenz. Lernen, Arbeiten, Identitätsbildung, Persönlichkeitsentwicklung und die Kommunikation mit anderen sind in unserem Alltag zunehmend an soziale Medien gebunden. Dafür wollen wir die kreative Energie der Netzcommunity mit der Qualität und Erfahrung der klassischen Medien zusammenbringen. Wir wollen Entwicklungsräume schaffen, in denen die digitale Transformation der Medienwelt gelingt, und diese mit Bildungsangeboten verknüpfen."
295,"Sicher leben Deutschland ist eines der sichersten Länder der Welt. Wir werden dafür sorgen, dass dies so bleibt. Denn wer von Kriminalität bedroht ist oder sich von ihr bedroht fühlt, handelt nicht mehr frei."
296,"Durch vorbeugende Maßnahmen wollen wir verhindern, dass Bürger*innen Opfer von Kriminalität werden. Gute Sozial-, Arbeitsmarkt-, Kinder-, Familien- und Integrationspolitik bilden die notwendige Basis einer erfolgreichen Prävention."
297,"Für mehr Sicherheit in Deutschland kommt es auf motivierte, gut ausgebildete und gut ausgestattete Polizist*innen an. Es ist unakzeptabel, dass Polizist*innen und Rettungsdienste wie auch Behördenmitarbeiter*innen zunehmend angegriffen und beleidigt werden. Sie verdienen Anerkennung und Respekt für ihre Arbeit. Das muss sich auch in einem modernen Dienstrecht, guten Arbeitsbedingungen und in einer Angemessenen Bezahlung für Beamt*innen und Mitarbeiter*innen der Polizei widerspiegeln. Bund und Länder müssen als attraktiver öffentlicher Dienst untereinander wieder durchlässiger werden und gleichzeitig gegenüber der Wirtschaft wettbewerbsfähig sein."
298,"Wir bekämpfen organisierte Kriminalität. Wir sorgen dafür, dass die Herkunft von schmutzigem Geld einfacher nachweisbar wird. Notwendig sind kontinuierliche und flächenübergreifende Strukturermittlungen der Länderpolizeien, der Bundespolizei und des Zolls zusammen mit BKA und Europol."
299,Wir verbessern die Strukturen der Sicherheitsbehörden und sorgen für eine reibungslosere Verzahnung mit der Justiz. Bei begangenen Straftaten müssen Verfahren unmittelbar aufgenommen werden. Die Bestrafung muss schnell im Zusammenhang mit der Tat erfolgen.
300,"In Gefängnissen sollen Täter*innen ihre Strafe verbüßen. Sie sollen immer auch Orte der Resozialisierung sein. Mit den Bundesländern werden wir Maßnahmen zum Schutz vor Radikalisierung und zur Deradikalisierung von Straftäter*innen voranbringen. Um gezielter vorbeugen zu können, müssen wir mehr wissen über Kriminalitätsentwicklungen. Dafür werden wir den Periodischen Sicherheitsbericht wieder regelmäßig erarbeiten lassen."
301,Wir haben in Deutschland ein leistungsfähiges Hilfesystem für Katastrophen. Ehrenamtliche bilden gerade im ländlichen Raum das Herzstück dieser Strukturen. Wir werden dieses unverzichtbare Engagement weiter unterstützen.
302,"Gleichzeitig zeigen sich hier neue wie bereits bekannte Herausforderungen: Cyberattacken, Desinformation und Terrorismus stellen erhebliche Bedrohungen dar, die schnell weite Teile Bevölkerung betreffen können. Wir sorgen dafür, dass Bund, Länder und Kommunen besser und schneller Hand in Hand arbeiten können."
303,"Gesundheitsschutz, Jugendschutz und Entkriminalisierung bestimmen unsere DrogenpolitikWie Alkohol ist auch Cannabis eine gesellschaftliche Realität, mit der wir einen adäquaten politischen Umgang finden müssen. Verbote und Kriminalisierung haben den Konsum nicht gesenkt, sie stehen einer effektiven Suchtprävention und Jugendschutz entgegen und binden enorme Ressourcen bei Justiz und Polizei. Eine regulierte Abgabe von Cannabis an Erwachsene soll in Modellprojekten von Ländern und Kommunen erprobt werden können, begleitet durch Maßnahmen der Prävention, Beratung und Behandlung im Jugendbereich. Zudem werden wir bundeseinheitlich regeln, dass der Besitz kleiner Mengen von Cannabis strafrechtlich nicht mehr verfolgt wird."
304,Natur respektieren Wir wollen unseren natürlichen Lebensraum erhalten. Dazu müssen wir raus aus der Wegwerfgesellschaft. Der Kreislaufwirtschaft gehört die Zukunft.
305,"Insbesondere die Verschmutzung der Meere durch Plastik ist alarmierend. Wir müssen die zunehmende Plastikflut zurückdrängen. Das gelingt nur, wenn wir unnötiges Plastik vermeiden und abschaffen. Dort, wo Einweg-Kunststoff nicht vermeidbar ist, werden wir umweltfreundliche und recycelbare Lösungen einfordern. Möglichst viel Kunststoff muss aufbereitet und wiederverwendet werden. Wir wollen die Hersteller noch stärker in die Pflicht nehmen. Produkte müssen so gestaltet werden, dass man sie wiederverwenden, recyceln und auch reparieren kann."
306,"Wir setzen uns ein für Biodiversitätspolitik, um Ökosysteme zu schützen und wiederherzustellen. Eine besondere Rolle kommt dem Erhalt der Wälder zu. Ebenso wollen wir den Einsatz von Dünger und Pestiziden reduzieren."
307,"Ohne leistungsstarke Kohlenstoffsenken kann Deutschland nicht klimaneutral werden. Eine besondere Bedeutung fällt dabei Mooren und Wäldern zu. Bestehende Moore müssen geschützt und trockengelegte Moore müssen im großen Stil wiedervernässt werden. Wälder müssen an den Klimawandel angepasst werden, damit sie auch in Zukunft ihre wichtige Rolle für den Klimaschutz und die Biodiversität erfüllen können."
308,"Die Landwirtschaft hat bei der Bekämpfung des Klimawandels und dem Erhalt der Artenvielfalt eine zentrale Rolle. Wir werden daher die Agrarförderung so ausrichten, dass eine umweltschonende Landwirtschaft im Wettbewerb mithalten kann."
309,"Lebensmittel sind unsere Lebensgrundlage. Sie sollten auch den Landwirt*innen ihre Lebensgrundlage sichern. Dies geht nur mit fairen Preisen für hochwertige Nahrungsmittel. Wir werden im Lebensmittelhandel unfairen Handelspraktiken einen Riegel vorschieben, denn sie schaden Verbraucher*innen, Landwirt*innen und fair handelnden Wettbewerbern."
310,"Der Boden, als wichtigstes Gut in der Landwirtschaft, steht den selbst wirtschaftenden Betrieben vor Ort zu. Er darf kein Spekulationsobjekt sein. Wir werden ihn vor Investoren ohne Agrarbezug schützen. Tierleid ist nicht zu rechtfertigen, auch nicht aus wirtschaftlichem Interesse. In der Nutztierhaltung setzen wir konsequent auf die Verbesserung des Tierwohls bei Einführung einer flächenbezogenen Obergrenze. Den Antibiotikaeinsatz werden wir reduzieren. Wir werden."
311,Für die Einführung eines verpflichtenden staatlichen Tierwohllabels mit nachvollziehbaren Regeln sorgen und den Transport von lebenden Tieren auf acht Stunden begrenzen.
312,"Für immer mehr Menschen ist die Qualität der Nahrungserzeugung und ihre Wirkung auf Umwelt und Klima relevant. Unser Ziel ist es, gesunde und nachhaltige Ernährung für alle zu ermöglichen. Eine kostenlose, den Standards der Deutschen Gesellschaft für Ernährung entsprechende gesundheitsfördernde Kita- und Schulverpflegung ist die wichtigste Maßnahme gegen Ernährungsarmut. Wir werden Verbraucher*innen die gesunde und nachhaltige Wahl erleichtern und dabei auch die Wirtschaft in die Verantwortung nehmen."
313,"Um die Lebensmittelverschwendung einzudämmen, werden wir es den Produzenten und dem Handel untersagen, genießbare Nahrungsmittel wegzuwerfen. Wir wollen den Wildwuchs an selbst kreierten Labeln von Unternehmen zur Nachhaltigkeit ihrer Produkte beenden und ein verbindliches staatliches Label entwickeln."
314,"Wir werden die Lebensmittelsicherheit durch mehr Kontrollen verbessern und es den Verbraucher*innen durch die Einführung eines Hygienebarometers ermöglichen, sich über die Kontrollergebnisse zu informieren. Wir bleiben beim Nein zu gentechnisch veränderten Pflanzen."
315,IV. Souveränes Europa in der Welt Die Einheit Europas ist eine zivilisatorische Errungenschaft. Sie ist unsere gemeinsame Chance auf eine bessere Zukunft im 21. Jahrhundert. Gleichzeitig stellt die Bewältigung der Corona-Pandemie und ihrer Folgen die größte Herausforderung der Europäischen Union (EU) seit ihrer Gründung dar.
316,"Die deutsche EU-Ratspräsidentschaft haben wir dafür genutzt, einen solidarischeren und besseren Weg zu gehen als bei der letzten großen Krise vor gut zehn Jahren. Die historischen Entscheidungen zu dem größten Wiederaufbauprogramm in der Geschichte der Europäischen Union hätte es ohne die SPD nicht gegeben. Ein Paradigmenwechsel deutscher Europapolitik."
317,"Solidarität stärken Wir werden aus der Krise gestärkt hervorgehen, wenn wir in Europa solidarisch zusammenhalten und die EU für die großen Zukunftsaufgaben robuster und handlungsfähiger machen. Wir setzen uns dafür ein, dass aus dem Wiederaufbaufonds und der in der Krise gestärkten europäischen Solidarität ein dauerhafter Integrationsfortschritt wird. Wir werden innere Handlungsblockaden der EU abbauen und die äußere Handlungsautonomie fortentwickeln."
318,"Nur mit einer solidarischen und souveränen EU sind wir in der Lage, die Welt von morgen mitzugestalten und unserer Vision einer demokratischen, gerechten und nachhaltigen Zukunft näher zu kommen. Unser Ziel ist es, Europa grundlegend zu stärken, damit wir in einer multipolaren Welt unsere Eigenständigkeit und unsere Art zu leben, auch in Zukunft bewahren."
319,"Mit unserer Politik in Europa wie in der Welt wollen wir die Agenda 2030 der Vereinten Nationen umsetzen, in der sich die Völker der Welt zu einer gemeinsamen nachhaltigen Zukunft in Frieden, Freiheit und gesellschaftlichem Zusammenhakt verpflichtet haben."
320,"Ein solches Europa kann seinen Einfluss gleichermaßen zum Schutz und zur Stärkung europäischer Werte und Interessen einbringen, als selbstbewusste Friedensmacht auftreten und so eine kooperative, multilaterale Weltordnung mitgestalten."
321,"Investitionen sind essentiell für eine nachhaltige europäische Zukunft. Wir werden den Stabilitäts- und Wachstumspakt zu einem Nachhaltigkeitspakt weiterentwickeln. Statt einer Rückkehr zur Kürzungspolitik der Vergangenheit bleiben wir bei der in der Corona-Krise begonnenen gemeinsamen Investitionspolitik Europas. Eine krisenfeste EU muss fiskalpolitisch handlungsfähig sein und sich zu einer echten Fiskal-, Wirtschafts- und Sozialunion weiterentwickeln."
322,"Wir werden Staaten und Steuerzahler zukünftig wirksam vor Bankpleiten schützen. Zusammen mit der Kapitalmarktunion soll durch die Vollendung der Bankenunion ein europäischer Kapitalmarkt geschaffen werden, der die wettbewerbsfähige Finanzierung europäischer Unternehmen sicherstellt. Weil zu gemeinsamen Ausgaben auch gemeinsame Einnahmen gehören, haben wir die Grundlage für neue europäische Eigenmittel geschaffen."
323,"Wir setzen uns dafür ein, die Finanzierung der EU dauerhaft gerechter und eigenständiger zu gestalten. Wir werden für diesen bedeutenden Integrationsschritt die Besteuerung digitaler Großkonzerne, eine CO2-Grenzabgabe sowie neue Einnahmen aus dem Emissionshandel heranziehen."
324,Wirtschaftliches Zusammenwachsen und die Herstellung von Steuergerechtigkeit sind für uns zwei Seiten einer Medaille. Deshalb treten wir ein für die Überwindung des.
325,"Einstimmigkeitsprinzips in Steuerfragen und die Beendigung des Steuerdumpings zwischen den Mitgliedstaaten, insbesondere im Bereich der Unternehmensbesteuerung."
326,"Sozial-ökologisch wirtschaften Als weltweiter Technologieführer muss die EU auch in Zukunftssektoren unabhängiger von Dritten sein. Wir werden die Entwicklung gemeinsamer Märkte und Infrastrukturen vorantreiben, strategisch wichtige Zukunftstechnologien entwickeln und Schlüsselindustrien schützen."
327,"Um Klimawandel, Artensterben und übermäßigem Rohstoffverbrauch entgegenzuwirken, muss sich die Art und Weise, wie wir in Europa leben, konsumieren und produzieren grundlegend ändern. Um die Verpflichtungen aus dem Pariser Klimaschutzabkommen zu erfüllen, kommt dem Energiesektor eine Schlüsselrolle zu. Wir müssen den Anteil erneuerbarer Energien enorm steigern, den Energie-Mix weiter ausweiten und bestehende Abhängigkeit von fossilen Energielieferungen abbauen. Wir werden Europa bis spätestens 2050 zum ersten nachhaltigen und treibhausgasneutralen Kontinent machen und eine Vorreiterrolle beim der Bekämpfung des Klimawandels einnehmen."
328,"Auch die europäische Landwirtschaft als einer der größten Treibhausgasemittenten muss einen Beitrag leisten, weg von der Flächenförderung, hin zu einer Förderung, die an Kriterien für Klima, Natur- und Umweltschutz und Tierwohl gebunden ist."
329,"In allen Handels-, Wirtschaftspartnerschafts- und Investitionsabkommen der EU werden zukünftig neben verbindlichen sozialen Standards wie die ILO Kernarbeitsnormen sowie menschenrechtlichen und ökologischen Standards auch konkrete Beschwerde- und Sanktionsmechanismen vereinbart. Zudem sollen private Streitschlichtungsmechanismen abgeschafft und durch öffentliche Gerichte ersetzt werden. Wir wollen ein multinationales Investitionsgericht, das bei Diskriminierung, sprich der ungleichen Behandlung zwischen Handelspartnern, eingreift. Die Rechte von Arbeitnehmer*innen, strengere Umweltgesetzgebungen, die Umsetzung internationaler Verpflichtungen etwa beim Klimaschutz und Bereiche der öffentlichen Daseinsvorsorge sind keine diskriminierenden Praktiken. Hier darf es keine Klagemöglichkeiten geben."
330,"Das Abkommen zwischen der EU und dem MERCOSUR-Staatenbund ist ein wichtiges Projekt, um die wirtschaftlichen und politischen Beziehungen zwischen Europa und Lateinamerika zu festigen. Einem Abkommen ohne Stärkung der Umwelt-, Menschenrechts- und Sozialstandards durch zusätzliche verbindliche und sanktionierbare Überprüfungs-, Umsetzungs- und Durchsetzungsmechanismen, werden wir aber nicht zustimmen."
331,"Mit unserer Handelspolitik werden wir die sozial-ökologische Transformation unterstützen. Dafür soll der Handel mit nachhaltigen Gütern besonders gefördert werden. Handelspolitische Maßnahmen auf einer werteorientierten Basis haben immer die Interessen der Partner mit im Blick, insbesondere die der weniger entwickelten Länder. Deshalb werden wir auch insbesondere kleinbäuerliche und agrarökologische Landwirtschaft fördern. Damit die Handelspolitik demokratischer werden kann, werden wir die Kontroll- und Entscheidungsrechte des Europäischen Parlamentes ausdehnen und Vertreter*innen von Gewerkschaften wie auch der Zivilgesellschaft besser als bisher an Verhandlungsprozessen beteiligen."
332,"Die Pandemie hat die Verwundbarkeit unseres Gesundheitssystems offengelegt. Wir werden eine souveräne Europäische Gesundheitsunion mit einer starken und widerstandsfähigen Gesundheitswirtschaft in Europa schaffen, indem wir Mindeststandards in der Gesundheitsversorgung garantieren, einen starken Katastrophenschutzmechanismus etablieren und die gemeinsame Forschung und."
